title,artist,emotion,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness
Everybody Hurts,Regular Singer,happy,0.5019706651251931,0.7413680192926358,0.7015121122752132,138.78329073427804,0.08481575712926137,0.10912216067867302,0.30859474723944197,0.44079593371915615
Sliver,AC/DC,romantic,0.2698614662373444,0.5158379013880313,0.5976083129217042,86.46470151287855,0.3905484634532186,0.4502343139805417,0.5734143002368262,0.50213839702603
Normal Tune,AC/DC,neutral,0.40493314337604114,0.37792489849908634,0.4871544072115357,125.69443205678162,0.336205390397758,0.7710186768175832,0.3707018257647282,0.15364174708503137
Love Story,The Beatles,angry,0.511861355397963,0.8350475214965756,0.31396957256471963,163.62962199771496,0.14351143294571492,0.2653723695722698,0.24069317532254458,0.4741904182822673
Even in His Youth,Guns N' Roses,happy,0.8600661431392815,0.8939549999560216,0.9013521275697762,159.52510773498707,0.01135212780448036,0.621262475335503,0.7823470780645723,0.09515898290768728
Careless Whisper,Simple Music,angry,0.5511622018257034,0.7698923769037271,0.437043932955328,158.49038300045652,0.5935188895729209,0.8849567520644054,0.579521516729691,0.47792631587822176
Welcome to the Jungle,Kenny Loggins,happy,0.6779673416337405,0.8298762816467207,0.8722933066379182,144.63860837500016,0.48737657909855625,0.008878721802496681,0.28878780599854414,0.3849845070940609
Eleanor Rigby,Walk the Moon,energetic,0.8770945004631232,1.0,0.6681970390177665,171.85618450108348,0.1587471218375682,0.43190393367413626,0.5629229223903999,0.41493750627889786
Madame Butterfly,The Beatles,sad,0.42489989280951446,0.3429617887352372,0.3169731784241838,71.56192722664203,0.14218999794017853,0.5688689559667975,0.1696914207291818,0.18801914825637503
Yesterday,AC/DC,energetic,0.673473365838084,0.9844851057040918,0.7530394625075597,170.6688123918557,0.7176774202908912,0.4546965264696159,0.30945365397579794,0.019995578070148845
Regular Guy,Yiruma,sad,0.3088364097374558,0.3323182434719883,0.34942042171350435,84.69186448393091,0.7929891646374758,0.36726623572739836,0.6611154336923333,0.2698753572675224
Someone Like You,Basic Group,sad,0.3285880113719198,0.1135691149020192,0.200868391726444,78.60569647913624,0.6807824359657209,0.5358101393211,0.5307488839925186,0.5689229527089896
Average Day,Average Group,happy,0.7482933079027698,0.9318728566397089,0.5687470069134906,152.0052040782797,0.794171053438002,0.7039694067334027,0.48081560292973435,0.4059997230348576
Lucky,The Beach Boys,energetic,0.784171429917618,0.8622309021354216,0.4533768590935716,168.21764025316457,0.5635434522059568,0.7053606415173622,0.6225077722600956,0.5372996837391509
Comptine d'un autre été,Frédéric Chopin,sad,0.405516831612753,0.36430030256573187,0.19896127684152373,79.69525314425611,0.6832636535350766,0.8512066016517451,0.12184369379813874,0.5817783341881485
You've Got Another Thing Comin',Routine Singer,calm,0.5068998281963439,0.49922982434194424,0.18054460066402422,68.35069866139682,0.168317410956793,0.5511538311018728,0.6518452167587229,0.2125589510448186
Livin' on a Prayer,Balance Music,angry,0.5548682669151084,1.0,0.30719189050606466,168.33217280580143,0.4398907613784049,0.624378689040465,0.6036591973957753,0.30519205082269635
Pour Some Sugar on Me,Middle Band,neutral,0.4151529123016599,0.3241872527841358,0.5930325226166439,90.54362676369567,0.5912758481945642,0.23577018968570765,0.7442272011055175,0.1813725502083902
Nobody's Fool,Giuseppe Verdi,energetic,0.5972755399516192,0.8130180482576488,0.7644943089949141,170.18113477085438,0.1728191778044133,0.509853655612163,0.49582833215272015,0.526629750806868
Highway to Hell,Celine Dion,sad,0.3621063841489702,0.4262271022389272,0.39687898351953677,73.99556173430562,0.6569636105856297,0.09557196344787838,0.6218659985038241,0.2011351906545584
Bad Apples,Plain Singer,romantic,0.5245101886511194,0.264255057053309,0.6049136408873451,82.69308489767022,0.6245836425617157,0.6022161606846409,0.5936611332928385,0.20867909147279573
Highway to Hell,Roxette,happy,0.6705005501295885,0.8171549510091476,0.7179669933772344,135.96419744228635,0.4736072646185634,0.4093076504952352,0.7221000232123566,0.09580479138950372
Dr. Feelgood,R.E.M.,neutral,0.38729769889775,0.5196927228124606,0.3949324647552821,115.09466642997546,0.42183593664660396,0.3249446407629114,0.20319632140700633,0.2630143237995522
Happy,Guns N' Roses,calm,0.3445698452919386,0.3020489273048887,0.4380943017545983,62.312470756380094,0.4935452643714725,0.3278937537294529,0.6037436067433902,0.011165210328517071
Shake It Off,The Beatles,happy,0.7463311719677478,0.8293539128474845,0.8663118947079859,152.9291224109446,0.2682754854911722,0.15809197150724177,0.7034457044291865,0.16405894039693403
Territorial Pissings,Giuseppe Verdi,sad,0.45730958401178395,0.27230404366891026,0.28595997658253636,77.34578773794291,0.5609338996642027,0.2773623444770095,0.7610745351393369,0.19236959276883414
Double or Nothing,Guns N' Roses,neutral,0.4544501785543295,0.31914786244965215,0.3397728531680623,91.03599487829098,0.42210187811616007,0.18090421138676568,0.16486801455779831,0.04899597117196821
Plain Jane,Common Band,neutral,0.5549179425257286,0.47015661134902736,0.6012706578580969,121.52904738750483,0.5708179688959202,0.5443618516761877,0.7968618293760338,0.2850044624210071
Hot for Teacher,Common Band,angry,0.44774517997499,0.7429974650278958,0.3902903399775964,155.96505067372803,0.29068091460488577,0.3671762987141469,0.7571961869640202,0.5933254857649569
Everyday Song,Simple Music,happy,0.762118219671994,0.8838889574232661,0.8314272365179916,136.99917958369045,0.5158679412304313,0.5697828320985912,0.5325353269119665,0.5788723715766452
Here Comes the Sun,AC/DC,angry,0.6325534354809628,0.8159913094001449,0.448159739228385,148.5028662828501,0.5194949971326892,0.81803218600546,0.15066877201407075,0.0913188458098568
Against All Odds,Basic Band,energetic,0.7091175982031742,0.8929919064517537,0.5927522399161649,169.69362841498764,0.7411742376971429,0.07625946309657768,0.1748876994916997,0.5372651749728016
Normal Song,Regular Group,energetic,0.6135246177906747,0.8478450700835816,0.7242300411089003,152.7487868115062,0.6934092751319966,0.7787845967901086,0.5926550620674493,0.08595827277674324
Ernani,AC/DC,neutral,0.45941982767030887,0.3770356634216001,0.4823357883825553,113.93884864272421,0.18277745567373993,0.5305126900690165,0.41954973758368236,0.07019569824237408
Everyday Song,Standard Group,energetic,0.6222996784982859,0.7796094596147103,0.5703470830178661,159.97862171978724,0.11392517191600647,0.7197559746824869,0.09524934524971851,0.09852730112638661
Norwegian Wood,Common Group,angry,0.3670681909659263,0.7227808457302392,0.37295535262275314,137.70109018798047,0.6556269932388327,0.7733714398615003,0.11446015541468979,0.2960944806127151
Welcome to the Jungle,Nirvana,calm,0.132191327641109,0.1788745761356987,0.5374439707272004,67.5980052338161,0.7999958328347415,0.7964671117133713,0.43896170947212254,0.4533568891628666
Footloose,AC/DC,sad,0.5924305430175565,0.32837760132499766,0.2541849945741444,54.73578593891961,0.044619593101866875,0.1083299549995422,0.5645402992299279,0.44320709463567215
Pretty Tied Up,AC/DC,sad,0.4997344762911227,0.22597149121550847,0.17918898824812327,53.685576057798684,0.09370377480621857,0.0956866771721807,0.7960997262035261,0.022272879478413988
Unchained Melody,Nirvana,happy,0.726195768267196,0.8352851892678704,0.7579134710196387,156.99945876538573,0.3955701534218637,0.683969342423698,0.35205155276905553,0.09480093796423843
Michelle,Cheerful Artists,angry,0.2983300526024026,0.9329293931359344,0.4881646390174706,172.13879882910814,0.5110037118752174,0.7254050559913279,0.3452526158915927,0.2022558300565136
Life is a Highway,Radiohead,happy,0.746602200871262,0.8503713997688765,0.9152782665891922,136.83463490767585,0.2090693277544057,0.2891800902776005,0.304387653976434,0.13396755569946373
Pie Jesu,The Beatles,energetic,0.566014836409615,0.9909406093368114,0.7234160495567086,176.04020226278334,0.471218921196132,0.7966119588852005,0.12971630247789998,0.26163950360243976
Comptine d'un autre été,Avicii,sad,0.38172866567630664,0.17948288749734334,0.16764372289964433,74.24420444085207,0.42970001176877004,0.5808910936291779,0.769113457329937,0.15685957204977977
Walking on Sunshine,Unknown,happy,0.6640707201844519,0.8408424059334378,0.71130132999551,145.12557296584953,0.4613832385226888,0.7068331450513772,0.4264956554429149,0.2526646690563397
Un-break My Heart,Basic Band,calm,0.2736658848504352,0.15938733892749854,0.38266336851635024,69.26487946899373,0.7207055078909115,0.41511627518788835,0.531499140900003,0.051921083939257894
If You Want Blood (You've Got It),AC/DC,neutral,0.6169385745162037,0.30130556582362183,0.4476945362231505,112.55715799964139,0.7226146579088344,0.3150526254997829,0.3435020365827474,0.129807418916714
Born to Be Wild,AC/DC,neutral,0.2265273236079848,0.4448247775397366,0.49844079566475835,86.78786655191055,0.591885754476379,0.3769547301166788,0.06669700210363638,0.09792494495301253
Yesterdays,Nirvana,romantic,0.4360779706992642,0.48340846415586974,0.5534145539775285,84.28465921020793,0.3047373165389156,0.23787330724795938,0.19094384854408786,0.021283895773024763
Nabucco,Claude Debussy,happy,0.7439687289170845,0.7982235282599968,0.7532175258938942,129.605804243092,0.28508321419254273,0.6775575867297144,0.3442026374610711,0.07816017678056224
Mad World,The Beatles,romantic,0.2627406101324084,0.28611745968945435,0.5732696450812776,85.30425925263717,0.6432933679727744,0.4716786935522367,0.13525090156308714,0.42326739363424476
Stay Away,Giacomo Puccini,sad,0.42834691951182613,0.17792578830249264,0.21196937194096307,84.99991497311137,0.26864906126882515,0.8644180638688328,0.4759376216369412,0.45494020402171215
Jump,Normal Band,calm,0.36813793934963485,0.18354034139614084,0.341963912707488,70.04277614856353,0.003234554801979428,0.592262893140216,0.3838948335056478,0.33972660434781626
Good Vibrations,Common Group,happy,0.7646839918146962,0.6085270496734607,0.8288255494154746,145.1766320537692,0.11937569167807345,0.8768156315958746,0.24398670009849852,0.21821648153454076
Here Comes the Sun,Leonard Cohen,angry,0.6581986654285239,0.7805903331466089,0.45251573073972895,178.64178775582644,0.666273199498553,0.7290898700171431,0.237292137602397,0.5321936082391704
Mr. Moustache,U2,energetic,0.534980027592032,0.8815530917558302,0.7046316227822661,167.71450152247695,0.21001887113691486,0.40723685670451176,0.42776993876165037,0.20520794627905273
O Mio Babbino Caro,Quiet Riot,romantic,0.21959737049416125,0.29965845539889635,0.7061871104765165,98.19437667367134,0.6568219313748498,0.8093397043954615,0.2625869601442511,0.46491770391213455
Shut Up and Dance,Extreme,calm,0.25490496818827724,0.19929989466396814,0.503818395183254,74.38788714052544,0.49203417527357546,0.33136917538897787,0.09679894122506526,0.3753639158062905
Footloose,Bobby McFerrin,angry,0.4453733215812265,0.8795420235947841,0.1306052499581931,153.0117625347827,0.33000952669159916,0.30066340258859253,0.2441790437953019,0.502966820280421
Macbeth,AC/DC,calm,0.29283466954604775,0.15672488763014178,0.49742915783826,76.7676268805599,0.037130918632389154,0.24430982418083927,0.739388168487158,0.3620362146971279
Swap Meet,Rage Against the Machine,neutral,0.4029727500886919,0.547916824546044,0.41872229176208514,131.13439315075368,0.5725970117151138,0.3538668064615013,0.14512075832317395,0.5369248716768332
Patience,AC/DC,happy,0.8422056232488732,0.8205696430371449,0.9572791697957701,131.97133322031831,0.09358945492571227,0.7448414698665656,0.2774119152115255,0.31906256119264204
Standard Issue,Pharrell Williams,happy,0.7652662295931214,0.5798685020877838,0.5748694478362796,154.88334656129015,0.07865259627496304,0.8472313447940732,0.12441258564753391,0.2550247786302856
Three Little Birds,Meditation Guru,romantic,0.27629584030304066,0.2484989553611571,0.5270767210865476,90.80877222452419,0.26098436167571254,0.3454721478025367,0.4203915328580668,0.13265539605977172
What Do You Do for Money Honey,Iron Maiden,happy,0.771545588138982,0.8241261684762926,0.7665727918778824,127.53922667948048,0.003309758551939801,0.8881674526928031,0.35976378815638643,0.06687079684071597
If You Want Blood (You've Got It),The Beatles,energetic,0.7343644752304316,0.8352765695572222,0.8085442066101007,157.45712737242044,0.2185388543486318,0.09263765487970134,0.5688492455400237,0.3019341887273002
Pump Up the Jam,AC/DC,romantic,0.36067808642666266,0.3912012080979738,0.5780340294055906,91.92228898652074,0.23977139399215544,0.3320698448051771,0.3894437516550249,0.08566979032011184
Middle Ground,Eric Clapton,calm,0.3056300307762462,0.29392433581422345,0.33803751170500645,73.6442618813519,0.7109401421299661,0.31190420081874753,0.11616861938679862,0.1354260367116098
Scentless Apprentice,Leonard Cohen,romantic,0.19354169366839488,0.37052032869908086,0.4938950810828814,78.45087291627105,0.5403549233723216,0.17088023108032574,0.16697852629064497,0.26031819990478156
Routine,Zen Master,neutral,0.48560536386705144,0.40242618214711695,0.51912107407467,94.87270395763916,0.10444979782613323,0.12108876214005397,0.7632895687109591,0.20007253936500627
Pour Some Sugar on Me,Nirvana,sad,0.3318733432821715,0.27088867428723407,0.2375035212122381,99.29172363510095,0.3869084322381759,0.21496569405294463,0.08250997938853573,0.2625631092086839
Fury Unleashed,Nirvana,romantic,0.3675655203084186,0.43526386958500657,0.6602709721041385,72.2345340584031,0.765531097690246,0.404032588691866,0.7988086112959447,0.5088542736967013
Stay Away,Bon Iver,energetic,0.6946606974781793,0.7405939071167362,0.5533211211865351,167.64265913294753,0.7165283378292302,0.6323682596069097,0.6504106002972239,0.10589522581953563
Livin' on a Prayer,AC/DC,angry,0.5842612427537477,0.7775435861427615,0.27898312780876744,174.13556699688934,0.4150893555340689,0.3069810259736431,0.46363051785749143,0.5177842626426628
Wake Me Up,Nirvana,angry,0.5310592238851795,0.8376159999662027,0.27324120537199525,163.35250075906893,0.5225109946803214,0.8448808062953257,0.3933980400396833,0.03312236894529121
Painkiller,The Beatles,sad,0.44660009245491333,0.2523664232214414,0.3081614040353185,88.82653513004958,0.09100697839103465,0.08601044811594458,0.1354151371520768,0.20514375008919475
Highway to Hell,Judas Priest,angry,0.4531297451972486,0.8360752105845094,0.4426043487295696,152.96009150893178,0.05920042606655285,0.5633991975435116,0.7127982201732453,0.20042741698098382
Common Song,Basic Band,sad,0.30914463362026323,0.2600888619962747,0.20134590343383707,76.39057610284188,0.0704684022286604,0.6312321224767415,0.3105414394241461,0.05373931152310472
Valerie,The Beatles,calm,0.3851168689470294,0.22828715071458652,0.5052460668085217,45.0257616500869,0.6256434128490848,0.4706015802028721,0.5718454785606326,0.3446691744400248
Three Little Birds,Chris de Burgh,neutral,0.4402360134860478,0.5386296416085545,0.4534555352166783,107.53452829820358,0.6054779012630156,0.25415281876289314,0.5215570017734736,0.27213602254748054
Can't Stop the Feeling!,Guns N' Roses,calm,0.19528326468991591,0.29580538459889516,0.4783657402932544,62.74832513534324,0.3362659052043589,0.44046279960230456,0.158597527710155,0.14057479430362094
More Than Words,Soundgarden,sad,0.4303504564720098,0.18417255602626117,0.2560485575067679,79.00382084635307,0.23403308889971264,0.054659059737188966,0.18618816940631558,0.5754002035413159
Lady in Red,Giuseppe Verdi,sad,0.2391388447370358,0.17821137052633138,0.32323716350810144,69.39215867696517,0.21722463387163568,0.16677213071509758,0.08442990405081963,0.4271642314768759
Careless Whisper,Judas Priest,happy,0.6069885396103265,0.7461463965999116,0.8152379159477118,142.00810755057995,0.11747158076727882,0.2718268924461329,0.513843596673097,0.016068335960615143
I Due Foscari,Bob Dylan,angry,0.4605708319101093,0.8569014292743081,0.3549657547886305,145.28722835859622,0.22338328344147185,0.6382856785049578,0.2248482357430838,0.2896141925426387
Make You Feel My Love,Nirvana,calm,0.19933404228835022,0.1801537829692969,0.5113434069008534,64.37005686213926,0.059335399772835286,0.8311343926346073,0.31222264766611146,0.3784539052312172
Bad Apples,Mid-level Artist,romantic,0.42775824838438953,0.30503042436968725,0.4974402057736535,76.14124284163114,0.07677563790218925,0.8729842608500791,0.26169453385491986,0.5533889859039816
